sequenceID	source.name	length	isolate	host_species	collection_year	collection_month	collection_month_day	submission_year	submission_month	submission_month_day	place_sampled	m49_country.display_name	m49_country.m49_sub_region.display_name	m49_country.m49_region.display_name	gisaid_passage_details	gisaid_status_code	gisaid_status_comment	gisaid_originating_lab	gisaid_submitting_lab	gisaid_authors	analyse_variation	ref_tree_candidate	include_in_ref_tree	cdhit_cluster	num_ns	longest_n_run	num_bivalent_ambigs	num_trivalent_ambigs	num_hyphens	num_whitespace	num_other	uncorrected_illegals	num_unique_snps
EPI_ISL_419874	cov-gisaid	29873	Australia/VIC177/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	146	254	18	1	0	0	0	0	false	0
EPI_ISL_419875	cov-gisaid	29901	Australia/VIC178/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	12	12	0	0	0	0	0	false	1
EPI_ISL_419876	cov-gisaid	29889	Australia/VIC179/2020	Human	2020	MAR	18	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	info	Insertion of 3 nucleotides when compared to the reference sequence.	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	6	3	1	0	0	0	0	false	0
EPI_ISL_419877	cov-gisaid	29902	Australia/VIC180/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	14	14	0	0	0	0	0	false	0
EPI_ISL_419878	cov-gisaid	29903	Australia/VIC181/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	48	36	0	0	0	0	0	false	0
EPI_ISL_419879	cov-gisaid	29865	Australia/VIC183/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	118	29	0	0	0	0	0	false	1
EPI_ISL_419880	cov-gisaid	29901	Australia/VIC184/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	12	12	0	0	0	0	0	false	0
EPI_ISL_419881	cov-gisaid	29891	Australia/VIC185/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	13	13	0	0	0	0	0	false	1
EPI_ISL_419882	cov-gisaid	29893	Australia/VIC186/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	18	16	0	0	0	0	0	false	0
EPI_ISL_419883	cov-gisaid	29899	Australia/VIC187/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	13	13	0	0	0	0	0	false	0
EPI_ISL_419884	cov-gisaid	29865	Australia/VIC188/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	19	19	0	0	0	0	0	false	0
EPI_ISL_419885	cov-gisaid	29865	Australia/VIC189/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	0	0	0	0	0	0	0	false	2
EPI_ISL_419886	cov-gisaid	29865	Australia/VIC190/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	16	16	0	0	0	0	0	false	0
EPI_ISL_419887	cov-gisaid	29902	Australia/VIC191/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	19	19	0	0	0	0	0	false	1
EPI_ISL_419888	cov-gisaid	29894	Australia/VIC192/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	12	12	0	0	0	0	0	false	0
EPI_ISL_419889	cov-gisaid	29856	Australia/VIC193/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	19	6	0	0	0	0	0	false	0
EPI_ISL_419890	cov-gisaid	29901	Australia/VIC194/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	13	12	0	0	0	0	0	false	2
EPI_ISL_419891	cov-gisaid	29893	Australia/VIC195/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	3	3	1	0	0	0	0	false	0
EPI_ISL_419892	cov-gisaid	29899	Australia/VIC196/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	13	12	0	0	0	0	0	false	0
EPI_ISL_419893	cov-gisaid	29865	Australia/VIC197/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	10	10	2	0	0	0	0	false	0
EPI_ISL_419894	cov-gisaid	29899	Australia/VIC198/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	32	7	0	0	0	0	0	false	0
EPI_ISL_419895	cov-gisaid	29865	Australia/VIC199/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	13	12	0	0	0	0	0	false	0
EPI_ISL_419896	cov-gisaid	29865	Australia/VIC201/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	11	11	0	0	0	0	0	false	1
EPI_ISL_419897	cov-gisaid	29887	Australia/VIC202/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	4	4	0	0	0	0	0	false	0
EPI_ISL_419898	cov-gisaid	29901	Australia/VIC203/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	11	11	0	0	0	0	0	false	1
EPI_ISL_419899	cov-gisaid	29894	Australia/VIC204/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	12	12	0	0	0	0	0	false	0
EPI_ISL_419900	cov-gisaid	29865	Australia/VIC205/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	15	13	0	0	0	0	0	false	0
EPI_ISL_419901	cov-gisaid	29895	Australia/VIC206/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	106	20	2	0	0	0	0	false	1
EPI_ISL_419902	cov-gisaid	29899	Australia/VIC207/2020	Human	2020	MAR	19	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	4	4	0	0	0	0	0	false	0
EPI_ISL_419903	cov-gisaid	29899	Australia/VIC208/2020	Human	2020	MAR	20	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	10	10	0	0	0	0	0	false	0
EPI_ISL_419904	cov-gisaid	29865	Australia/VIC209/2020	Human	2020	MAR	20	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	26	18	0	0	0	0	0	false	0
EPI_ISL_419905	cov-gisaid	29887	Australia/VIC210/2020	Human	2020	MAR	20	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	48	34	0	0	0	0	0	false	0
EPI_ISL_419906	cov-gisaid	29899	Australia/VIC211/2020	Human	2020	MAR	20	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	22	19	0	0	0	0	0	false	0
EPI_ISL_419907	cov-gisaid	29865	Australia/VIC212/2020	Human	2020	MAR	20	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	true	8	207	19	0	0	0	0	0	false	0
EPI_ISL_419908	cov-gisaid	29866	Australia/VIC213/2020	Human	2020	MAR	20	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	12	12	0	0	0	0	0	false	0
EPI_ISL_419909	cov-gisaid	29902	Australia/VIC214/2020	Human	2020	MAR	20	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	11	11	0	0	0	0	0	false	0
EPI_ISL_419910	cov-gisaid	29875	Australia/VIC215/2020	Human	2020	MAR	20	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	15	10	0	0	0	0	0	false	0
EPI_ISL_419911	cov-gisaid	29865	Australia/VIC216/2020	Human	2020	MAR	20	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	16	16	0	0	0	0	0	false	0
EPI_ISL_419912	cov-gisaid	29901	Australia/VIC217/2020	Human	2020	MAR	20	2020	APR	3	Oceania / Australia / Victoria	Australia	Australia and New Zealand	Oceania	Original	normal	-	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	true	true	false	0	10	10	0	0	0	0	0	false	0
